"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","ModeWithoutHardLink","VersionInfo","BaseName","Target","LinkType","Length","DirectoryName","Directory","IsReadOnly","FullName","Extension","Name","Exists","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","LinkTarget","Attributes"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58878\58878-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58878","58878-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58878\58878-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58878-2",,,"346704","D:\BID\InServer\58878","D:\BID\InServer\58878","False","D:\BID\InServer\58878\58878-2.jpg",".jpg","58878-2.jpg","True","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-09 오후 9:59:44","2022-07-09 오후 12:59:44",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58878\58878-3.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58878","58878-3.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58878\58878-3.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58878-3",,,"333965","D:\BID\InServer\58878","D:\BID\InServer\58878","False","D:\BID\InServer\58878\58878-3.jpg",".jpg","58878-3.jpg","True","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-14 오전 12:45:06","2022-07-13 오후 3:45:06",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59360\59360-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59360","59360-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\59360\59360-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","59360-1",,,"54326","D:\BID\InServer\59360","D:\BID\InServer\59360","False","D:\BID\InServer\59360\59360-1.webp",".webp","59360-1.webp","True","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-07 오전 4:29:06","2022-07-06 오후 7:29:06",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59589\59589-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59589","59589-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\59589\59589-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","59589-1",,,"307161","D:\BID\InServer\59589","D:\BID\InServer\59589","False","D:\BID\InServer\59589\59589-1.jpg",".jpg","59589-1.jpg","True","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-04-30 오전 2:10:52","2022-04-29 오후 5:10:52",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59590\59590-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59590","59590-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\59590\59590-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","59590-1",,,"306801","D:\BID\InServer\59590","D:\BID\InServer\59590","False","D:\BID\InServer\59590\59590-1.jpg",".jpg","59590-1.jpg","True","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-04-29 오후 11:30:00","2022-04-29 오후 2:30:00",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59593\59593-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59593","59593-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\59593\59593-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","59593-1",,,"251711","D:\BID\InServer\59593","D:\BID\InServer\59593","False","D:\BID\InServer\59593\59593-1.jpg",".jpg","59593-1.jpg","True","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-04-29 오후 8:15:36","2022-04-29 오전 11:15:36",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59903\59903-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\59903","59903-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\59903\59903-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","59903-1",,,"154906","D:\BID\InServer\59903","D:\BID\InServer\59903","False","D:\BID\InServer\59903\59903-1.jpg",".jpg","59903-1.jpg","True","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-20 오후 12:18:26","2022-07-20 오전 3:18:26",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60302\60302-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60302","60302-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\60302\60302-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","60302-1",,,"69518","D:\BID\InServer\60302","D:\BID\InServer\60302","False","D:\BID\InServer\60302\60302-1.webp",".webp","60302-1.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-05-11 오후 2:40:00","2022-05-11 오전 5:40:00",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60302\60302-2.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60302","60302-2.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\60302\60302-2.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","60302-2",,,"68688","D:\BID\InServer\60302","D:\BID\InServer\60302","False","D:\BID\InServer\60302\60302-2.webp",".webp","60302-2.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-05-11 오후 2:14:56","2022-05-11 오전 5:14:56",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60302\60302-3.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60302","60302-3.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\60302\60302-3.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","60302-3",,,"69464","D:\BID\InServer\60302","D:\BID\InServer\60302","False","D:\BID\InServer\60302\60302-3.webp",".webp","60302-3.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-05-09 오후 12:53:52","2022-05-09 오전 3:53:52",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60780\60780-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60780","60780-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\60780\60780-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","60780-1",,,"293453","D:\BID\InServer\60780","D:\BID\InServer\60780","False","D:\BID\InServer\60780\60780-1.jpg",".jpg","60780-1.jpg","True","2022-07-23 오후 4:50:34","2022-07-23 오전 7:50:34","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-06-10 오후 9:40:40","2022-06-10 오후 12:40:40",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60780\60780-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60780","60780-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\60780\60780-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","60780-2",,,"182528","D:\BID\InServer\60780","D:\BID\InServer\60780","False","D:\BID\InServer\60780\60780-2.jpg",".jpg","60780-2.jpg","True","2022-07-23 오후 4:50:34","2022-07-23 오전 7:50:34","2022-07-23 오후 4:50:34","2022-07-23 오전 7:50:34","2022-06-11 오전 3:25:20","2022-06-10 오후 6:25:20",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60979\60979-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60979","60979-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\60979\60979-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","60979-1",,,"223689","D:\BID\InServer\60979","D:\BID\InServer\60979","False","D:\BID\InServer\60979\60979-1.jpg",".jpg","60979-1.jpg","True","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-14 오전 12:56:00","2022-07-13 오후 3:56:00",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60979\60979-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\60979","60979-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\60979\60979-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","60979-2",,,"310977","D:\BID\InServer\60979","D:\BID\InServer\60979","False","D:\BID\InServer\60979\60979-2.jpg",".jpg","60979-2.jpg","True","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-14 오전 12:55:58","2022-07-13 오후 3:55:58",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61169\61169-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61169","61169-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\61169\61169-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","61169-1",,,"238606","D:\BID\InServer\61169","D:\BID\InServer\61169","False","D:\BID\InServer\61169\61169-1.jpg",".jpg","61169-1.jpg","True","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-20 오후 1:31:42","2022-07-20 오전 4:31:42",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61169\61169-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61169","61169-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\61169\61169-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","61169-2",,,"176030","D:\BID\InServer\61169","D:\BID\InServer\61169","False","D:\BID\InServer\61169\61169-2.jpg",".jpg","61169-2.jpg","True","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-20 오후 10:43:12","2022-07-20 오후 1:43:12",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61360\61360-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61360","61360-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\61360\61360-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","61360-1",,,"106037","D:\BID\InServer\61360","D:\BID\InServer\61360","False","D:\BID\InServer\61360\61360-1.jpg",".jpg","61360-1.jpg","True","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-06-27 오후 12:40:18","2022-06-27 오전 3:40:18",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61360\61360-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\61360","61360-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\61360\61360-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","61360-2",,,"100123","D:\BID\InServer\61360","D:\BID\InServer\61360","False","D:\BID\InServer\61360\61360-2.jpg",".jpg","61360-2.jpg","True","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-20 오후 10:42:58","2022-07-20 오후 1:42:58",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62025\62025-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62025","62025-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62025\62025-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62025-1",,,"193890","D:\BID\InServer\62025","D:\BID\InServer\62025","False","D:\BID\InServer\62025\62025-1.jpg",".jpg","62025-1.jpg","True","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-23 오후 4:50:35","2022-07-23 오전 7:50:35","2022-07-20 오후 5:58:44","2022-07-20 오전 8:58:44",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62026\62026-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62026","62026-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62026\62026-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62026-1",,,"114914","D:\BID\InServer\62026","D:\BID\InServer\62026","False","D:\BID\InServer\62026\62026-1.jpg",".jpg","62026-1.jpg","True","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-22 오후 2:27:18","2022-07-22 오전 5:27:18",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62026\62026-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62026","62026-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62026\62026-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62026-2",,,"113005","D:\BID\InServer\62026","D:\BID\InServer\62026","False","D:\BID\InServer\62026\62026-2.jpg",".jpg","62026-2.jpg","True","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-10 오후 8:08:32","2022-07-10 오전 11:08:32",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62027\62027-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62027","62027-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62027\62027-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62027-1",,,"85502","D:\BID\InServer\62027","D:\BID\InServer\62027","False","D:\BID\InServer\62027\62027-1.jpg",".jpg","62027-1.jpg","True","2022-07-23 오후 6:54:40","2022-07-23 오전 9:54:40","2022-07-23 오후 6:54:40","2022-07-23 오전 9:54:40","2022-07-20 오후 9:50:24","2022-07-20 오후 12:50:24",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62030\62030-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62030","62030-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62030\62030-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62030-1",,,"118883","D:\BID\InServer\62030","D:\BID\InServer\62030","False","D:\BID\InServer\62030\62030-1.jpg",".jpg","62030-1.jpg","True","2022-07-23 오후 6:58:05","2022-07-23 오전 9:58:05","2022-07-23 오후 6:58:05","2022-07-23 오전 9:58:05","2022-07-22 오전 11:26:54","2022-07-22 오전 2:26:54",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62030\62030-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62030","62030-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62030\62030-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62030-2",,,"119143","D:\BID\InServer\62030","D:\BID\InServer\62030","False","D:\BID\InServer\62030\62030-2.jpg",".jpg","62030-2.jpg","True","2022-07-23 오후 6:58:05","2022-07-23 오전 9:58:05","2022-07-23 오후 6:58:05","2022-07-23 오전 9:58:05","2022-07-19 오후 2:52:48","2022-07-19 오전 5:52:48",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62972\62972-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62972","62972-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62972\62972-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62972-1",,,"70881","D:\BID\InServer\62972","D:\BID\InServer\62972","False","D:\BID\InServer\62972\62972-1.jpg",".jpg","62972-1.jpg","True","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-20 오후 10:43:14","2022-07-20 오후 1:43:14",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62972\62972-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\62972","62972-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\62972\62972-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","62972-2",,,"59282","D:\BID\InServer\62972","D:\BID\InServer\62972","False","D:\BID\InServer\62972\62972-2.jpg",".jpg","62972-2.jpg","True","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-20 오후 10:43:14","2022-07-20 오후 1:43:14",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63292\63292-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63292","63292-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\63292\63292-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","63292-1",,,"41810","D:\BID\InServer\63292","D:\BID\InServer\63292","False","D:\BID\InServer\63292\63292-1.webp",".webp","63292-1.webp","True","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-23 오후 4:50:36","2022-07-23 오전 7:50:36","2022-07-17 오후 3:12:14","2022-07-17 오전 6:12:14",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63296\63296-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63296","63296-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\63296\63296-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","63296-1",,,"47884","D:\BID\InServer\63296","D:\BID\InServer\63296","False","D:\BID\InServer\63296\63296-1.webp",".webp","63296-1.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 4:27:22","2022-07-23 오전 7:27:22",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63397\63397-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63397","63397-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\63397\63397-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","63397-1",,,"163962","D:\BID\InServer\63397","D:\BID\InServer\63397","False","D:\BID\InServer\63397\63397-1.jpg",".jpg","63397-1.jpg","True","2022-07-23 오후 4:50:37","2022-07-23 오전 7:50:37","2022-07-23 오후 4:50:37","2022-07-23 오전 7:50:37","2022-07-19 오후 9:10:00","2022-07-19 오후 12:10:00",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63397\63397-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63397","63397-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\63397\63397-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","63397-2",,,"143932","D:\BID\InServer\63397","D:\BID\InServer\63397","False","D:\BID\InServer\63397\63397-2.jpg",".jpg","63397-2.jpg","True","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-20 오후 10:14:52","2022-07-20 오후 1:14:52",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63496\63496-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\63496","63496-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\63496\63496-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","63496-1",,,"53638","D:\BID\InServer\63496","D:\BID\InServer\63496","False","D:\BID\InServer\63496\63496-1.webp",".webp","63496-1.webp","True","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-19 오후 8:49:08","2022-07-19 오전 11:49:08",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64091\64091-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64091","64091-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64091\64091-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64091-1",,,"378221","D:\BID\InServer\64091","D:\BID\InServer\64091","False","D:\BID\InServer\64091\64091-1.jpg",".jpg","64091-1.jpg","True","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-14 오전 12:48:08","2022-07-13 오후 3:48:08",,"Archive"
